"Sector","Function","Transaction","Data","2015"
"S13 General government","G0103  General services","D632K Social transfers in kind - purchased market production","Current prices",.
"S13 General government","G0103  General services","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S13 General government","G0103  General services","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S13 General government","G0103  General services","D7K Other current transfers, payable","Current prices",27
"S13 General government","G0103  General services","D7K Other current transfers, payable","Ratio to GDP, %",0.0
"S13 General government","G0103  General services","D7K Other current transfers, payable","Per capita, EUR",5
"S13 General government","G0103  General services","D7SK Other current transfers, payable (consolidated)","Current prices",27
"S13 General government","G0103  General services","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",0.0
"S13 General government","G0103  General services","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",5
"S13 General government","G0103  General services","D9K Capital transfers, payable","Current prices",1
"S13 General government","G0103  General services","D9K Capital transfers, payable","Ratio to GDP, %",0.0
"S13 General government","G0103  General services","D9K Capital transfers, payable","Per capita, EUR",0
"S13 General government","G0103  General services","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S13 General government","G0103  General services","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
"S13 General government","G0103  General services","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S13 General government","G0103  General services","P5K Gross capital formation","Current prices",814
"S13 General government","G0103  General services","P5K Gross capital formation","Ratio to GDP, %",0.4
"S13 General government","G0103  General services","P5K Gross capital formation","Per capita, EUR",149
"S13 General government","G0103  General services","P51K Gross fixed capital formation","Current prices",814
"S13 General government","G0103  General services","P51K Gross fixed capital formation","Ratio to GDP, %",0.4
"S13 General government","G0103  General services","P51K Gross fixed capital formation","Per capita, EUR",149
"S13 General government","G0103  General services","NPK Acquisitions less disposals of non-produced assets","Current prices",-13
"S13 General government","G0103  General services","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",0.0
"S13 General government","G0103  General services","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",-2
"S13 General government","G0103  General services","P3K Final consumption expenditure","Current prices",4110
"S13 General government","G0103  General services","P3K Final consumption expenditure","Ratio to GDP, %",2.0
"S13 General government","G0103  General services","P3K Final consumption expenditure","Per capita, EUR",750
"S13 General government","G0103  General services","NETEXP Net expenditure","Current prices",4347
"S13 General government","G0103  General services","NETEXP Net expenditure","Ratio to GDP, %",.
"S13 General government","G0103  General services","NETEXP Net expenditure","Per capita, EUR",.
"S13 General government","G0103  General services","NETEXPS Net expenditure, consolidated","Current prices",4346
"S13 General government","G0103  General services","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",2.1
"S13 General government","G0103  General services","NETEXPS Net expenditure, consolidated","Per capita, EUR",793
"S13 General government","G0103  General services","TOTEXP Total expenditure","Current prices",.
"S13 General government","G0103  General services","TOTEXP Total expenditure","Ratio to GDP, %",.
"S13 General government","G0103  General services","TOTEXP Total expenditure","Per capita, EUR",.
"S13 General government","G0103  General services","TOTEXPS Total expenditure, consolidated","Current prices",8966
"S13 General government","G0103  General services","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",4.3
"S13 General government","G0103  General services","TOTEXPS Total expenditure, consolidated","Per capita, EUR",1636
"S13 General government","G0104  Basic research","D1K Compensation of employees","Current prices",643
"S13 General government","G0104  Basic research","D1K Compensation of employees","Ratio to GDP, %",0.3
"S13 General government","G0104  Basic research","D1K Compensation of employees","Per capita, EUR",117
"S13 General government","G0104  Basic research","D11K Wages and salaries","Current prices",521
"S13 General government","G0104  Basic research","D11K Wages and salaries","Ratio to GDP, %",0.2
"S13 General government","G0104  Basic research","D11K Wages and salaries","Per capita, EUR",95
"S13 General government","G0104  Basic research","D12K Employers' social contributions","Current prices",122
"S13 General government","G0104  Basic research","D12K Employers' social contributions","Ratio to GDP, %",0.1
"S13 General government","G0104  Basic research","D12K Employers' social contributions","Per capita, EUR",22
"S13 General government","G0104  Basic research","P2K Intermediate consumption","Current prices",295
"S13 General government","G0104  Basic research","P2K Intermediate consumption","Ratio to GDP, %",0.1
"S13 General government","G0104  Basic research","P2K Intermediate consumption","Per capita, EUR",54
"S13 General government","G0104  Basic research","D29K Other taxes on production","Current prices",.
"S13 General government","G0104  Basic research","D29K Other taxes on production","Ratio to GDP, %",.
"S13 General government","G0104  Basic research","D29K Other taxes on production","Per capita, EUR",.
"S13 General government","G0104  Basic research","D3K Subsidies","Current prices",10
"S13 General government","G0104  Basic research","D3K Subsidies","Ratio to GDP, %",0.0
"S13 General government","G0104  Basic research","D3K Subsidies","Per capita, EUR",2
"S13 General government","G0104  Basic research","D4K Property expenditure","Current prices",.
"S13 General government","G0104  Basic research","D4K Property expenditure","Ratio to GDP, %",.
"S13 General government","G0104  Basic research","D4K Property expenditure","Per capita, EUR",.
"S13 General government","G0104  Basic research","D4SK  Property expenditure, consolidated","Current prices",.
"S13 General government","G0104  Basic research","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S13 General government","G0104  Basic research","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S13 General government","G0104  Basic research","D5K Current taxes on income and wealth, etc., payable","Current prices",4
